field,RA,Dec,Ebv,Gal_Long,Gal_Lat,Ecl_Long,Ecl_Lat,rcid
1583,269.39142999999996,15.35,0.09,41.2465,18.2011,269.2471,38.7877,0
1584,276.45906,15.35,0.17,44.2157,12.0172,277.98,38.6105,0
1585,283.41714,15.35,0.32,47.2053,5.9916,286.502,38.0238,0
1586,290.43,15.35,2.15,50.3472,0.0004,294.9412,37.037,37
1587,297.54478,15.35,0.34,53.7323,-5.9705,303.2891,35.6603,0
1588,304.65957000000003,15.35,0.12,57.3891,-11.8038,311.3817,33.9445,0
1589,311.77435,15.35,0.1,61.4004,-17.4624,319.2003,31.9339,64
1590,318.88912999999997,15.35,0.09,65.8619,-22.8986,326.7451,29.6755,64
1591,326.00391,15.35,0.12,70.8832,-28.0509,334.0314,27.2161,64
1592,333.1187,15.35,0.04,76.5858,-32.8397,341.0851,24.6017,62
1593,340.23348,15.35,0.06,83.0931,-37.164,347.9385,21.8758,64
1594,347.34826,15.35,0.11,90.5075,-40.899,354.6276,19.0799,64
1595,354.46304,15.35,0.09,98.8689,-43.8997,1.1895,16.2532,64
1596,1.1684299999999999,22.55,0.05,109.8124,-38.9151,10.4213,20.1423,64
1597,8.72505,22.55,0.04,118.7532,-39.934,17.1141,17.2246,64
1598,15.77495,22.55,0.05,127.2468,-39.934,23.3075,14.5943,64
1599,23.331570000000003,22.55,0.11,136.1876,-38.9151,29.9252,11.9085,64
1600,30.71929,22.55,0.08,144.4778,-36.9576,36.4017,9.4498,64
1601,38.107,22.55,0.2,152.1244,-34.1505,42.9072,7.1884,64
1602,45.49471,22.55,0.15,159.0368,-30.6147,49.4576,5.1547,64
1603,52.88243000000001,22.55,0.17,165.211,-26.4727,56.0627,3.3771,64
1604,60.270140000000005,22.55,0.4,170.6982,-21.8359,62.7262,1.8816,64
1605,67.65786,22.55,0.3,175.5768,-16.7994,69.4455,0.6909,63
1606,75.04557,22.55,0.42,179.9334,-11.4414,76.2124,-0.1764,64
1607,82.43329,22.55,0.39,183.8519,-5.8248,83.0143,-0.706,0
1608,89.821,22.55,1.01,187.409,0.0004,89.8347,-0.8892,10
1609,97.13736,22.55,0.19,190.6426,5.9358,96.5897,-0.7262,0
1610,104.45371,22.55,0.07,193.6479,12.0058,103.3275,-0.2231,23
1611,111.60116000000001,22.55,0.05,196.4146,18.0417,109.8778,0.589,0
1612,118.99736999999999,22.55,0.04,199.1526,24.3776,116.61,1.7496,0
1613,126.40279,22.55,0.05,201.8193,30.7956,123.2951,3.2197,64
1614,133.71913999999998,22.55,0.03,204.4382,37.1944,129.8423,4.9529,64
1615,141.0355,22.55,0.04,207.1125,43.6377,136.3351,6.9401,64
1616,148.35186000000002,22.55,0.03,209.9417,50.1127,142.7823,9.1539,0
1617,155.66821000000002,22.55,0.02,213.0856,56.6052,149.1989,11.5652,63
1618,162.98457,22.55,0.02,216.8395,63.096,155.6055,14.143,64
1619,170.30093,22.55,0.02,221.8487,69.5516,162.028,16.8552,64
1620,177.61729,22.55,0.05,229.8725,75.8889,168.4979,19.6682,0
1621,184.93364,22.55,0.03,247.5842,81.7869,175.0513,22.5469,64
1622,192.25,22.55,0.05,303.0,85.15,181.7289,25.4543,64
1623,199.56636,22.55,0.03,358.4158,81.7869,188.5756,28.3512,64
1624,206.84333,22.55,0.03,16.0689,75.9224,195.6,31.1801,0
1625,214.11131,22.55,0.04,24.0786,69.6286,202.8774,33.9082,0
1626,221.37928,22.55,0.03,29.0816,63.2166,210.4621,36.4904,0
1627,228.9288,22.55,0.05,32.9592,56.519,218.7084,38.9616,0
1628,236.19677000000001,22.55,0.05,36.0779,50.0696,227.0291,41.0797,0
1629,243.46476,22.55,0.08,38.8876,43.6375,235.7307,42.8836,0
1630,250.78086000000002,22.55,0.06,41.5618,37.1944,244.8513,44.3256,0
1631,258.09721,22.55,0.06,44.1807,30.7956,254.2759,45.3417,0
1632,265.50087,22.55,0.09,46.8468,24.3791,264.025,45.896,36
1633,272.69901,22.55,0.07,49.51,18.2118,273.5865,45.9557,62
1634,280.04629,22.55,0.17,52.3521,12.0058,283.2949,45.5267,64
1635,287.36264,22.55,0.51,55.3574,5.9358,292.7828,44.6256,64
1636,294.679,22.55,3.88,58.591,0.0004,301.9879,43.2872,52
1637,302.06671,22.55,0.37,62.1481,-5.8248,310.9261,41.5414,64
1638,309.45443,22.55,0.11,66.0666,-11.4414,319.4736,39.457,64
1639,316.84214,22.55,0.16,70.4232,-16.7994,327.6303,37.0941,64
1640,324.22986000000003,22.55,0.07,75.3018,-21.8359,335.4201,34.5123,64
1641,331.61757,22.55,0.09,80.789,-26.4727,342.8823,31.7675,64
1642,339.00529,22.55,0.04,86.9632,-30.6147,350.064,28.912,64
1643,346.393,22.55,0.05,93.8756,-34.1505,357.0153,25.9936,64
1644,353.78071,22.55,0.06,101.5222,-36.9576,3.7855,23.0568,64
1645,0.76047,29.75,0.04,111.2592,-31.8027,13.4712,26.7877,64
1646,8.599839999999999,29.75,0.06,119.2321,-32.7434,20.2383,23.8052,64
1647,15.900160000000001,29.75,0.05,126.7679,-32.7434,26.4617,21.1406,64
1648,23.73953,29.75,0.08,134.7408,-31.8027,33.0989,18.4356,64
1649,31.399209999999997,29.75,0.07,142.1964,-29.9862,39.5693,15.9825,64
1650,39.058890000000005,29.75,0.11,149.161,-27.3608,46.0492,13.7484,64
1651,46.718579999999996,29.75,0.12,155.545,-24.0239,52.5558,11.7626,64
1652,54.37826,29.75,0.28,161.3209,-20.0781,59.0995,10.052,64
1653,62.03795,29.75,0.34,166.5067,-15.6217,65.6845,8.6406,64
1654,69.69763,29.75,0.54,171.1468,-10.7419,72.3094,7.5491,63
1655,77.35732,29.75,0.49,175.298,-5.5139,78.9675,6.7936,64
1656,85.017,29.75,0.55,179.0191,0.0002,85.6481,6.386,62
1657,92.6765,29.75,0.22,182.3654,5.7487,92.3378,6.3324,64
1658,100.336,29.75,0.07,185.3864,11.6899,99.0225,6.6339,58
1659,107.9955,29.75,0.04,188.1235,17.7897,105.6885,7.2855,12
1660,115.6466,29.75,0.03,190.6076,24.0131,112.3168,8.2761,0
1661,123.13481999999999,29.75,0.03,192.8207,30.2081,118.7671,9.5599,0
1662,130.974,29.75,0.04,194.9218,36.7839,125.4772,11.2172,0
1663,138.6335,29.75,0.02,196.7639,43.2818,131.994,13.1227,0
1664,146.293,29.75,0.02,198.3806,49.8374,138.4803,15.2849,0
1665,153.9525,29.75,0.03,199.721,56.4377,144.9512,17.6752,50
1666,161.612,29.75,0.02,200.6617,63.0697,151.4285,20.2629,64
1667,169.2715,29.75,0.02,200.8925,69.7179,157.9409,23.0156,64
1668,176.931,29.75,0.02,199.4688,76.3541,164.5244,25.8986,41
1669,184.5905,29.75,0.02,191.936,82.8767,171.222,28.8756,64
1670,192.25,29.75,0.01,123.0,87.65,178.0847,31.9072,64
1671,199.9095,29.75,0.02,54.064,82.8767,185.1709,34.9509,63
1672,207.569,29.75,0.01,46.5312,76.3541,192.5465,37.9594,0
1673,215.2285,29.75,0.01,45.1075,69.7179,200.2831,40.8803,0
1674,222.888,29.75,0.02,45.3383,63.0697,208.4543,43.6541,0
1675,230.5475,29.75,0.03,46.279,56.4377,217.1292,46.2142,62
1676,238.207,29.75,0.03,47.6194,49.8374,226.3598,48.4867,53
1677,245.8665,29.75,0.08,49.2361,43.2818,236.1647,50.3929,63
1678,253.526,29.75,0.06,51.0782,36.7839,246.509,51.8543,51
1679,261.36518,29.75,0.04,53.1793,30.2081,257.5448,52.8166,64
1680,268.85396000000003,29.75,0.06,55.3926,24.0126,268.3395,53.1827,64
1681,276.5045,29.75,0.1,57.8765,17.7897,279.4007,52.9772,64
1682,284.164,29.75,0.16,60.6136,11.6899,290.2793,52.1968,62
1683,291.8235,29.75,0.24,63.6346,5.7487,300.769,50.8839,64
1684,299.483,29.75,2.93,66.9809,0.0002,310.7433,49.1038,64
1685,307.14268,29.75,0.65,70.702,-5.5139,320.1474,46.9333,64
1686,314.80237,29.75,0.14,74.8532,-10.7419,328.9857,44.4519,64
1687,322.46205,29.75,0.14,79.4933,-15.6217,337.3023,41.735,64
1688,330.12174,29.75,0.07,84.6791,-20.0781,345.1624,38.8518,64
1689,337.78142,29.75,0.08,90.455,-24.0239,352.6392,35.8638,64
1690,345.44111000000004,29.75,0.09,96.839,-27.3608,359.8056,32.8255,64
1691,353.10079,29.75,0.11,103.8036,-29.9862,6.7293,29.7855,64
1692,3.8685,36.95,0.09,115.605,-25.1693,19.8966,32.01,64
1693,12.25,36.95,0.06,123.0,-25.65,26.8111,28.9513,64
1694,20.6315,36.95,0.06,130.395,-25.1693,33.6295,26.0723,64
1695,29.04478,36.95,0.05,137.6114,-23.7414,40.4227,23.4022,64
1696,37.263740000000006,36.95,0.04,144.2942,-21.4892,47.0426,21.0412,64
1697,45.776,36.95,0.14,150.7126,-18.3509,53.9064,18.8875,64
1698,54.1575,36.95,0.19,156.4696,-14.5602,60.688,17.0871,64
1699,62.539,36.95,0.99,161.653,-10.1765,67.5001,15.6313,64
1700,70.9205,36.95,0.64,166.2797,-5.2948,74.3432,14.542,52
1701,79.302,36.95,0.57,170.3845,0.0,81.2117,13.8365,49
1702,87.66852,36.95,0.41,174.0014,5.6247,88.0838,13.5262,64
1703,96.03504000000001,36.95,0.13,177.1758,11.5267,94.9594,13.6145,64
1704,104.40156,36.95,0.09,179.9365,17.6542,101.8259,14.1001,60
1705,112.76807,36.95,0.06,182.2993,23.9633,108.6719,14.975,0
1706,121.13458999999999,36.95,0.04,184.2609,30.4161,115.4896,16.2254,0
1707,129.39321999999999,36.95,0.03,185.7734,36.893,122.1884,17.8092,0
1708,137.86763,36.95,0.02,186.812,43.6168,129.0338,19.771,0
1709,146.23415,36.95,0.01,187.1756,50.2963,135.7745,22.014,0
1710,154.47738999999999,36.95,0.01,186.6017,56.8731,142.4174,24.4908,64
1711,162.96719,36.95,0.02,184.4242,63.5698,149.2894,27.2839,64
1712,171.3337,36.95,0.02,179.3181,69.9488,156.1306,30.2395,64
1713,179.70022,36.95,0.02,167.8277,75.7403,163.0903,33.3568,47
1714,188.06673999999998,36.95,0.01,142.255,79.8179,170.2318,36.5927,64
1715,196.43326000000002,36.95,0.02,103.745,79.8179,177.6329,39.8996,64
1716,204.79978,36.95,0.01,78.1723,75.7403,185.389,43.224,64
1717,213.1663,36.95,0.01,66.6819,69.9488,193.6137,46.504,64
1718,221.53281,36.95,0.01,61.5758,63.5698,202.4387,49.6665,63
1719,230.0232,36.95,0.03,59.3982,56.8727,212.1539,52.666,29
1720,238.26585,36.95,0.02,58.8244,50.2963,222.4492,55.2732,21
1721,246.63237,36.95,0.02,59.188,43.6168,233.8554,57.4933,0
1722,255.10475,36.95,0.02,60.2263,36.8946,246.3671,59.1732,0
1723,263.36541,36.95,0.03,61.7391,30.4161,259.3115,60.1434,0
1724,271.73193,36.95,0.04,63.7007,23.9633,272.8005,60.3725,64
1725,280.09844,36.95,0.07,66.0635,17.6542,286.1862,59.8231,64
1726,288.46496,36.95,0.1,68.8242,11.5267,299.0145,58.5435,64
1727,296.83148,36.95,0.28,71.9986,5.6247,310.9857,56.6344,64
1728,305.198,36.95,1.15,75.6155,0.0,321.9879,54.2213,64
1729,313.5795,36.95,0.72,79.7203,-5.2948,332.0714,51.4256,64
1730,321.961,36.95,0.19,84.347,-10.1765,341.3286,48.3654,64
1731,330.3425,36.95,0.29,89.5304,-14.5602,349.9008,45.1382,63
1732,338.724,36.95,0.12,95.2874,-18.3509,357.9278,41.8255,64
1733,347.1055,36.95,0.17,101.6031,-21.4469,5.5349,38.4955,64
1734,355.487,36.95,0.14,108.4153,-23.7485,12.8284,35.2067,64
1735,7.650919999999999,44.15,0.06,119.5254,-18.3262,27.1516,36.9461,64
1736,16.849079999999997,44.15,0.06,126.4746,-18.3262,34.2677,33.8027,64
1737,26.04723,44.15,0.06,133.3272,-17.3433,41.2903,30.9129,64
1738,35.24538,44.15,0.08,139.9039,-15.4179,48.2682,28.3175,64
1739,44.443540000000006,44.15,0.12,146.0634,-12.6231,55.2352,26.0538,64
1740,53.641690000000004,44.15,0.19,151.7122,-9.0533,62.2128,24.1554,64
1741,62.83985,44.15,0.4,156.8024,-4.8115,69.2122,22.6512,44
1742,72.038,44.15,0.83,161.3204,-0.0002,76.2357,21.5652,60
1743,81.28508000000001,44.15,0.36,165.2922,5.3145,83.3165,20.9127,64
1744,90.53215,44.15,0.18,168.7061,11.0212,90.4082,20.7115,62
1745,99.77923,44.15,0.13,171.5711,17.0428,97.4992,20.965,64
1746,109.02631000000001,44.15,0.08,173.8807,23.3104,104.5781,21.6689,0
1747,118.27338,44.15,0.04,175.601,29.7611,111.6362,22.8115,59
1748,127.52046000000001,44.15,0.05,176.6537,36.3337,118.6698,24.374,0
1749,136.76754,44.15,0.02,176.8889,42.9627,125.6824,26.3316,33
1750,146.01462,44.15,0.02,176.0339,49.5679,132.6864,28.6542,12
1751,155.08851,44.15,0.01,173.661,55.9158,139.5735,31.2546,64
1752,164.50877,44.15,0.02,168.6804,62.1718,146.7755,34.2518,64
1753,173.75585,44.15,0.01,159.7093,67.6191,153.9489,37.4464,64
1754,183.04776,44.15,0.01,144.4233,71.6904,161.3328,40.8618,0
1755,192.06898,44.15,0.01,123.4507,73.2494,168.7615,44.3259,64
1756,201.49708,44.15,0.01,101.4854,71.6758,176.9282,48.0435,30
1757,210.74415,44.15,0.01,86.2907,67.6191,185.5078,51.7176,64
1758,219.99122999999997,44.15,0.01,77.3196,62.1718,194.8747,55.3347,62
1759,229.41213,44.15,0.03,72.3387,55.9153,205.5194,58.849,58
1760,238.48538,44.15,0.02,69.9661,49.5679,217.1478,61.9306,0
1761,247.73246,44.15,0.01,69.1111,42.9627,230.6969,64.5806,0
1762,256.97954,44.15,0.02,69.3463,36.3337,246.072,66.511,0
1763,266.22662,44.15,0.04,70.399,29.7611,262.9131,67.4965,0
1764,275.47369,44.15,0.04,72.1193,23.3104,280.2567,67.3945,61
1765,284.72077,44.15,0.07,74.4289,17.0428,296.8841,66.2208,60
1766,293.96785,44.15,0.11,77.2939,11.0212,311.9327,64.1403,64
1767,303.21492,44.15,3.4,80.7078,5.3145,325.1492,61.3834,64
1768,312.462,44.15,0.9,84.6796,-0.0002,336.703,58.1702,64
1769,321.66015,44.15,0.34,89.1976,-4.8115,346.8676,54.6973,64
1770,330.85831,44.15,0.26,94.2878,-9.0533,356.0284,51.0824,64
1771,340.05646,44.15,0.23,99.9366,-12.6231,4.4526,47.4269,64
1772,349.29702000000003,44.15,0.12,106.1255,-15.4288,12.3841,43.7941,64
1773,358.27277000000004,44.15,0.1,112.5409,-17.3145,19.7306,40.3658,64
1774,2.4169400000000003,51.35,0.19,116.7668,-10.7745,28.2164,44.9148,64
1775,12.042019999999999,51.35,0.21,122.8676,-11.2498,35.1573,41.6593,64
1776,22.083389999999998,51.35,0.19,129.2334,-10.7745,42.2713,38.5451,64
1777,32.0888,51.35,0.17,135.404,-9.3336,49.2943,35.7715,64
1778,42.02262,51.35,0.23,141.2077,-7.0017,56.2448,33.3822,64
1779,51.9276,51.35,0.44,146.5575,-3.8625,63.1791,31.3963,64
1780,61.847,51.35,0.85,151.3988,0.0002,70.141,29.8339,58
1781,72.46123,51.35,0.73,155.9531,4.8145,77.614,28.6622,60
1782,82.71148000000001,51.35,0.29,159.7061,10.0181,84.8494,28.0409,63
1783,93.19106,51.35,0.17,162.8631,15.7892,92.2553,27.9357,64
1784,103.77528000000001,51.35,0.08,165.3178,21.9727,99.7311,28.375,0
1785,114.0082,51.35,0.07,166.9273,28.1903,106.9436,29.3135,0
1786,124.44044,51.35,0.04,167.6796,34.6687,114.2742,30.7733,0
1787,134.87268,51.35,0.04,167.3336,41.1731,121.5829,32.7157,0
1788,145.30491999999998,51.35,0.01,165.5515,47.5578,128.8813,35.108,61
1789,155.73716000000002,51.35,0.01,161.7905,53.6166,136.1951,37.9115,27
1790,166.1509,51.35,0.02,155.2632,59.0215,143.555,41.0764,64
1791,176.60164,51.35,0.01,145.0178,63.297,151.0682,44.572,64
1792,187.03388,51.35,0.03,130.9396,65.7279,158.7955,48.3272,59
1793,197.46612,51.35,0.01,115.0604,65.7279,166.8975,52.2882,0
1794,207.89836,51.35,0.01,100.9822,63.297,175.5936,56.3849,0
1795,218.3306,51.35,0.01,90.7514,59.0303,185.217,60.5297,64
1796,228.76283999999998,51.35,0.02,84.2095,53.6166,196.2826,64.6023,0
1797,239.19508,51.35,0.01,80.4485,47.5578,209.5764,68.4219,0
1798,249.56881,51.35,0.03,78.672,41.2094,226.0699,71.6842,0
1799,260.05956000000003,51.35,0.02,78.3204,34.6687,246.9815,73.9951,0
1800,270.4918,51.35,0.04,79.0727,28.1903,271.1706,74.7873,0
1801,280.92404,51.35,0.04,80.7212,21.8536,295.1597,73.8353,59
1802,291.35627999999997,51.35,0.12,83.1496,15.7623,315.5624,71.4252,13
1803,301.78852,51.35,0.15,86.2939,10.0181,331.7998,68.0793,64
1804,312.03909,51.35,0.87,90.047,4.8143,344.6351,64.2954,64
1805,322.653,51.35,2.01,94.6012,0.0002,355.7422,60.1398,64
1806,332.5724,51.35,0.29,99.4425,-3.8625,4.8157,56.1983,56
1807,342.47474,51.35,0.26,104.7909,-7.001,13.0551,52.3111,64
1808,352.4112,51.35,0.21,110.596,-9.3336,20.7845,48.5333,64
1809,7.202560000000001,58.55,0.62,120.3627,-3.9468,37.6504,49.1723,64
1810,18.98986,58.55,0.5,126.5187,-3.8661,45.1016,45.6568,64
1811,30.989859999999997,58.55,0.55,132.6601,-2.6406,52.6379,42.5194,64
1812,43.18422,58.55,0.53,138.5579,-0.2714,60.2983,39.8418,64
1813,54.98986,58.55,0.89,143.7681,3.0028,67.7427,37.7859,64
1814,66.98986,58.55,0.45,148.4302,7.1912,75.3458,36.2757,59
1815,78.98986,58.55,0.34,152.3566,12.1027,82.9801,35.3787,63
1816,90.98986,58.55,0.11,155.466,17.5864,90.6313,35.1129,59
1817,102.98986,58.55,0.07,157.6699,23.4892,98.281,35.4835,0
1818,115.06828,58.55,0.04,158.8494,29.6938,105.9607,36.4918,0
1819,126.98986000000001,58.55,0.05,158.8052,35.9057,113.5081,38.0921,0
1820,138.98986000000002,58.55,0.03,157.2639,42.0428,121.0691,40.2792,0
1821,150.74265,58.55,0.01,153.9074,47.6878,128.4494,42.9428,0
1822,163.18423,58.55,0.01,147.8419,52.89,136.2671,46.2745,0
1823,174.98986000000002,58.55,0.02,139.3384,56.6113,143.7469,49.8692,64
1824,186.98986000000002,58.55,0.01,128.2729,58.6346,151.5083,53.8968,0
1825,198.76305,58.55,0.01,116.4925,58.5204,159.4332,58.1527,0
1826,210.98986000000002,58.55,0.01,105.4495,56.2283,168.2707,62.8181,0
1827,222.98986000000002,58.55,0.01,97.1732,52.254,178.0594,67.5505,0
1828,234.98986000000002,58.55,0.01,91.6411,47.122,189.9918,72.3049,0
1829,246.98986000000002,58.55,0.01,88.4523,41.3004,206.4065,76.8377,0
1830,258.98986,58.55,0.02,87.1155,35.1363,232.6456,80.5474,0
1831,270.98986,58.55,0.04,87.2383,28.8845,273.7026,81.9766,0
1832,283.18422999999996,58.55,0.04,88.5791,22.6463,313.1966,79.9881,0
1833,294.98986,58.55,0.08,90.8704,16.8845,336.7843,76.1229,0
1834,306.98986,58.55,0.17,94.085,11.4631,352.1976,71.5269,48
1835,318.98986,58.55,0.91,98.1067,6.6327,3.6655,66.764,49
1836,330.98986,58.55,0.88,102.8533,2.5436,13.2199,62.0492,19
1837,342.98986,58.55,1.59,108.2242,-0.6603,21.7748,57.5025,64
1838,354.98986,58.55,1.89,114.0831,-2.8526,29.7889,53.209,64
1839,8.90751,65.75,1.41,121.6257,3.1856,46.0574,54.2161,61
1840,23.87953,65.75,0.78,127.7585,3.5796,53.9106,50.3888,64
1841,38.879529999999995,65.75,0.73,133.6556,5.3725,61.916,47.2209,43
1842,53.87953,65.75,0.66,139.0123,8.4553,70.0517,44.7936,26
1843,68.79756,65.75,0.44,143.5591,12.626,78.2476,43.1735,0
1844,83.87953,65.75,0.14,147.1574,17.7384,86.6013,42.3829,0
1845,98.77722,65.75,0.1,149.5372,23.4223,94.8732,42.4591,0
1846,113.87953,65.75,0.05,150.5429,29.5444,103.2293,43.4038,0
1847,128.90751,65.75,0.04,149.8631,35.6754,111.4689,45.1856,0
1848,143.87953000000002,65.75,0.11,147.1743,41.4395,119.5667,47.75,0
1849,158.87953000000002,65.75,0.01,142.1212,46.3955,127.5468,51.0465,0
1850,173.87953000000002,65.75,0.01,134.6089,49.9651,135.39,54.9954,0
1851,188.79757,65.75,0.01,125.2815,51.5889,143.0733,59.4868,0
1852,203.87953000000002,65.75,0.02,115.4461,50.9639,150.7722,64.5102,0
1853,218.77722999999997,65.75,0.01,107.0152,48.2319,158.4153,69.8586,0
1854,233.87953,65.75,0.02,100.7883,43.8003,166.4645,75.5799,0
1855,248.90752,65.75,0.03,97.0672,38.3173,175.706,81.476,0
1856,263.87953,65.75,0.03,95.5354,32.3109,195.326,87.3976,0
1857,278.87953,65.75,0.06,95.8167,26.1697,351.3604,86.3234,0
1858,293.87953,65.75,0.08,97.6095,20.2482,6.2156,80.3721,0
1859,308.79758,65.75,0.31,100.6574,14.8695,15.0077,74.5479,0
1860,323.87953,65.75,0.64,104.8238,10.2158,22.9584,68.8807,0
1861,338.77725,65.75,0.68,109.8176,6.6282,30.5826,63.5941,0
1862,353.87953,65.75,1.3,115.5423,4.2169,38.2986,58.6433,0
1863,12.48467,72.95,0.35,123.0699,10.3501,56.8586,58.4239,0
1864,32.438309999999994,72.95,0.29,128.9224,11.2829,64.746,54.5477,0
1865,52.438309999999994,72.95,0.47,134.2423,13.9523,73.2404,51.6934,0
1866,72.43831,72.95,0.16,138.5238,18.0929,82.0902,49.9928,0
1867,92.43831,72.95,0.13,141.3356,23.3042,91.101,49.52,0
1868,112.43831000000002,72.95,0.12,142.2813,29.0792,100.0896,50.2962,0
1869,132.48467,72.95,0.02,140.974,34.8236,108.8914,52.2929,0
1870,152.43831,72.95,0.14,137.1407,39.7869,117.2463,55.4057,0
1871,172.43831,72.95,0.03,130.8386,43.2261,124.9615,59.5204,0
1872,192.43831,72.95,0.02,122.9227,44.4499,131.6125,64.4593,0
1873,212.43831,72.95,0.02,115.0237,43.1801,136.3576,70.0042,0
1874,232.43831,72.95,0.03,108.7631,39.7049,136.9367,75.8387,0
1875,252.48467999999997,72.95,0.05,104.967,34.6949,125.4907,81.2575,0
1876,272.43831,72.95,0.05,103.7169,28.9688,83.6181,83.5566,0
1877,292.43831,72.95,0.15,104.7014,23.1992,49.6327,80.0499,0
1878,312.43831,72.95,0.51,107.5446,18.0036,42.5728,74.4148,0
1879,332.43831,72.95,0.47,111.8497,13.8873,44.5435,68.6106,0
1880,352.43831,72.95,0.41,117.1847,11.2487,49.8778,63.1898,0
1881,7.953110000000001,80.15,0.19,122.2296,17.5757,67.7259,63.4497,0
1882,35.16493,80.15,0.16,127.0223,18.2717,73.8301,59.8561,0
1883,62.857240000000004,80.15,0.1,131.1365,20.9179,81.6479,57.5013,0
1884,90.54955,80.15,0.08,133.6513,24.9998,90.1713,56.711,0
1885,118.24185,80.15,0.03,133.9116,29.6868,98.681,57.5661,0
1886,145.93416000000002,80.15,0.02,131.5757,33.9394,106.454,59.9789,0
1887,173.62646999999998,80.15,0.08,126.906,36.6797,112.5548,63.6893,0
1888,201.31878,80.15,0.03,121.0623,37.1135,115.4508,68.2325,0
1889,229.01109,80.15,0.03,115.8107,35.106,112.3109,72.8085,0
1890,256.70339,80.15,0.09,112.5978,31.2593,99.3418,75.9728,0
1891,284.3957,80.15,0.07,111.9782,26.5981,79.9463,75.8991,0
1892,311.97099,80.15,0.16,113.7653,22.2172,67.4284,72.6594,0
1893,339.20092999999997,80.15,0.13,117.3363,19.0329,64.5596,68.1437,0
1894,90.0,88.5,0.21,124.6463,27.0721,90.0,65.0607,0
1895,240.0,88.5,0.17,121.7378,28.4029,91.9892,67.8478,0
1896,90.0,87.4,0.21,124.6463,27.0721,90.0,65.0607,0
1897,240.0,87.4,0.17,121.7378,28.4029,91.9892,67.8478,0
